Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Weight,Cpu_speed,Cpu_mark,Memory_GB,Memory_kind,Price
Lenovo,Notebook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.4,2.7,Intel,256.0,SSD,53812.8
Lenovo,Notebook,14.0,1920x1080,4,Intel HD Graphics 620,Windows 10,1.7,2.7,Intel,128.0,SSD,31914.72
Lenovo,Workstation,15.6,3840x2160,16,Nvidia GeForce 940MX,Windows 10,2.3,2.8,Intel,512.0,SSD,130269.6
Lenovo,Notebook,15.6,1920x1080,16,Nvidia Quadro M2200M,Windows 10,2.5,2.9,Intel,512.0,SSD,130482.72
Asus,Gaming,17.3,1920x1080,8,AMD Radeon RX 580,Windows 10,3.2,3.2,AMD,256.0,SSD,90309.6
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 400,Windows 10,2.1,1.6,Intel,500.0,HDD,18488.16
Google,Ultrabook,12.3,2400x1600,16,Intel HD Graphics 615,Chrome OS,1.1,1.3,Intel,512.0,SSD,117162.72
Lenovo,Ultrabook,24.0,2560x1440,24,Intel HD Graphics 620,Windows 10,1.32,2.7,Intel,512.0,SSD,126912.96
Asus,Notebook,15.6,1920x1080,4,Intel HD Graphics 620,Linux,2.0,2.5,Intel,256.0,SSD,29783.52
Lenovo,Notebook,17.3,1600x900,8,AMD Radeon R4,Windows 10,2.8,2.5,AMD,1024.0,HDD,27652.32
Dell,Notebook,15.6,1920x1080,4,AMD Radeon 530,Windows 10,2.2,1.6,Intel,256.0,SSD,39906.72
Lenovo,Ultrabook,12.5,1920x1080,8,Intel HD Graphics 620,Windows 10,1.36,2.5,Intel,256.0,SSD,76137.12
Lenovo,Notebook,15.6,1920x1080,4,Intel HD Graphics 505,Windows 10,2.2,1.1,Intel,128.0,SSD,18594.72
HP,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.2,2.8,Intel,128.0,SSD,58554.72
Dell,Notebook,14.0,1920x1080,8,Nvidia GeForce 930MX,Windows 10,1.64,2.8,Intel,256.0,SSD,62817.12
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Linux,2.4,2.5,Intel,500.0,HDD,23539.104
Dell,Workstation,15.6,1920x1080,8,Nvidia Quadro M620,Windows 10,2.23,3.0,Intel,64.0,Flash,106187.04
MSI,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.2,2.5,Intel,256.0,SSD,54757.9872
Microsoft,Ultrabook,13.5,2256x1504,16,Intel Iris Plus Graphics 640,Windows 10 S,1.25,2.5,Intel,512.0,SSD,137941.92
HP,Notebook,15.6,1366x768,8,Intel HD Graphics 620,Windows 10,1.91,2.5,Intel,128.0,SSD,31381.92
Dell,Workstation,15.6,1920x1080,16,Nvidia Quadro M620,Windows 10,2.17,2.7,Intel,256.0,SSD,105228.0
HP,Workstation,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.31,2.9,Intel,512.0,SSD,81731.52
Lenovo,Notebook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.65,2.5,Intel,256.0,SSD,71661.6
Dell,Notebook,15.6,1920x1080,8,AMD Radeon 530,Windows 10,2.36,1.8,Intel,128.0,SSD,52161.12
Dell,2 in 1 Convertible,11.6,1366x768,4,Intel HD Graphics 405,Windows 10,1.47,1.6,Intel,500.0,HDD,25521.12
Dell,Notebook,17.3,1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,4.42,2.7,Intel,1024.0,HDD,109010.88
Microsoft,Ultrabook,13.5,2256x1504,4,Intel HD Graphics 615,Windows 10 S,1.252,2.2,Intel,128.0,SSD,52693.92
Microsoft,Ultrabook,33.5,2256x1504,8,Intel Iris Plus Graphics 640,Windows 10 S,1.25,2.5,Intel,256.0,SSD,95850.72
HP,Notebook,17.3,1600x900,8,Intel HD Graphics 520,Windows 10,2.5,2.0,Intel,256.0,SSD,34093.872
Acer,Notebook,15.6,1920x1080,4,Nvidia GeForce 940MX,Windows 10,2.23,2.0,Intel,1024.0,HDD,28984.32
Acer,Netbook,11.6,1366x768,4,Intel HD Graphics 400,Windows 10,1.4,1.6,Intel,128.0,SSD,23176.8
Asus,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.37,2.5,Intel,1024.0,HDD,39906.72
Lenovo,Notebook,14.0,1920x1080,8,AMD Radeon R7 M460,No OS,1.5,2.7,Intel,512.0,SSD,42570.72
Lenovo,Notebook,15.6,1920x1080,8,Nvidia Quadro M2200M,Windows 10,2.67,2.9,Intel,256.0,SSD,111355.2
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics 500,Windows 10,2.0,1.1,Intel,500.0,HDD,16197.12
Acer,Notebook,15.6,1366x768,4,Nvidia GeForce GTX 940MX,Windows 10,2.2,2.0,Intel,500.0,HDD,24988.32
Dell,Notebook,15.6,1920x1080,8,AMD Radeon 530,Windows 10,2.02,1.6,Intel,2048.0,HDD,40439.52
HP,Gaming,17.3,1920x1080,12,Nvidia GeForce GTX 1060,Windows 10,3.78,2.8,Intel,1024.0,HDD,90522.72
Lenovo,Ultrabook,14.0,2560x1440,12,Intel HD Graphics 520,Windows 10,1.4,2.6,Intel,256.0,SSD,98994.24
HP,2 in 1 Convertible,13.3,3840x2160,8,Intel UHD Graphics 620,Windows 10,1.29,1.8,Intel,512.0,SSD,106506.72
HP,Notebook,15.6,1920x1080,8,AMD FirePro W4190M ,Windows 10,1.9,2.5,Intel,500.0,HDD,61485.12
Google,Ultrabook,12.3,2400x1600,8,Intel HD Graphics 615,Chrome OS,1.1,1.2,Intel,128.0,SSD,67932.0
Dell,Ultrabook,13.3,1920x1080,8,Intel UHD Graphics 620,Windows 10,1.42,1.6,Intel,256.0,SSD,98133.768
Asus,Notebook,15.6,3840x2160,12,Intel HD Graphics 530,Windows 10,2.06,2.6,Intel,128.0,SSD,69210.72
Dell,Notebook,14.0,1366x768,8,Intel HD Graphics 520,Windows 10,1.79,2.3,Intel,128.0,SSD,39427.2
Lenovo,Notebook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.7,2.5,Intel,180.0,SSD,72673.92
Toshiba,Notebook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.05,2.5,Intel,256.0,SSD,89084.16
Dell,Notebook,15.6,1920x1080,8,Nvidia GeForce 940MX,Windows 10,2.16,1.8,Intel,512.0,SSD,67239.36
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.18,2.4,Intel,1024.0,HDD,31254.048
HP,Notebook,13.3,1920x1080,4,Intel UHD Graphics 620,Windows 10,1.49,1.6,Intel,128.0,SSD,38681.28
Chuwi,Notebook,15.6,1920x1080,4,Intel HD Graphics,Windows 10,1.89,1.44,Intel,64.0,Flash,13261.392
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.3,2.0,Intel,128.0,SSD,30103.2
Lenovo,Notebook,14.0,1920x1080,8,Intel UHD Graphics 620,Windows 10,1.75,1.6,Intel,256.0,SSD,55890.72
Dell,Workstation,15.6,1920x1080,16,Nvidia Quadro M620,Windows 10,2.17,2.7,Intel,512.0,SSD,124568.64
Dell,Notebook,15.6,1920x1080,16,Nvidia GeForce GTX 1050,Windows 10,2.06,2.8,Intel,512.0,SSD,101178.72
Lenovo,Ultrabook,12.5,1920x1080,16,Intel HD Graphics 620,Windows 10,1.36,2.7,Intel,512.0,SSD,95797.44
Asus,Ultrabook,12.5,1920x1080,16,Intel HD Graphics 620,Windows 10,0.91,2.7,Intel,512.0,SSD,103896.0
Lenovo,Notebook,15.6,1920x1080,8,Nvidia GeForce 940MX,Windows 10,2.3,2.5,Intel,256.0,SSD,53918.8272
Toshiba,Ultrabook,13.3,1920x1080,32,Intel HD Graphics 620,Windows 10,1.05,2.7,Intel,512.0,SSD,149130.72
Asus,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,1.99,2.8,Intel,128.0,SSD,71928.0
Acer,Notebook,15.6,1366x768,8,AMD Radeon RX 540,Windows 10,2.2,2.5,AMD,1024.0,HDD,30849.12
Asus,Gaming,17.3,1920x1080,24,Nvidia GeForce GTX 965M,Windows 10,4.33,2.6,Intel,256.0,SSD,67612.32
Lenovo,Ultrabook,12.5,1366x768,8,Intel HD Graphics 520,Windows 10,1.3,2.3,Intel,180.0,SSD,58554.72
Lenovo,Notebook,15.6,1920x1080,8,Intel UHD Graphics 620,Windows 10,2.17,1.8,Intel,256.0,SSD,47893.392
HP,Notebook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.48,2.8,Intel,1024.0,SSD,93186.72
Lenovo,Notebook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.4,2.4,Intel,256.0,SSD,50562.72
Lenovo,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.3,2.5,Intel,256.0,SSD,48538.08
Asus,Netbook,11.6,1366x768,4,Intel HD Graphics 500,Windows 10 S,1.2,1.1,Intel,64.0,Flash,18115.2
HP,Notebook,15.6,1366x768,8,AMD Radeon 520,Windows 10,1.91,2.5,Intel,256.0,SSD,32979.7872
Lenovo,2 in 1 Convertible,13.9,1920x1080,8,Intel UHD Graphics 620,Windows 10,1.4,1.6,Intel,256.0,SSD,85194.72
Lenovo,Notebook,14.0,1366x768,4,Intel HD Graphics 500,Windows 10,2.1,1.1,Intel,500.0,HDD,15930.72
Lenovo,Netbook,11.6,1366x768,4,Intel HD Graphics 400,Chrome OS,1.25,1.6,Intel,16.0,SSD,14119.2
Lenovo,Notebook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.44,2.5,Intel,256.0,SSD,50562.72
Asus,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.0,2.7,Intel,256.0,SSD,65214.72
Acer,Notebook,15.6,1920x1080,4,Nvidia GeForce MX150,Windows 10,2.2,1.6,Intel,1024.0,HDD,32660.64
HP,Ultrabook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.34,2.7,Intel,512.0,SSD,70489.44
Lenovo,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1060,No OS,2.4,2.8,Intel,256.0,SSD,61218.72
Dell,Ultrabook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.29,2.5,Intel,128.0,SSD,47898.72
Acer,Notebook,15.6,1920x1080,4,Nvidia GeForce 940MX,Windows 10,2.2,2.7,Intel,500.0,HDD,34045.92
Dell,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.18,2.5,Intel,1024.0,HDD,44542.08
Dell,Notebook,15.6,1920x1080,16,AMD Radeon 530,Windows 10,2.2,1.8,Intel,256.0,SSD,64961.1072
Xiaomi,Notebook,15.6,1920x1080,16,Nvidia GeForce MX150,No OS,1.95,1.8,Intel,256.0,SSD,74589.336
Asus,Netbook,11.6,1366x768,2,Intel HD Graphics 500,Windows 10,1.1,1.1,Intel,32.0,Flash,13053.6
HP,Notebook,15.6,1366x768,4,Intel UHD Graphics 620,Windows 10,2.04,1.6,Intel,1024.0,HDD,27783.9216
Asus,Gaming,15.6,1920x1080,24,Nvidia GeForce GTX1080,Windows 10,2.24,2.8,Intel,512.0,SSD,158135.04
HP,Notebook,15.6,1920x1080,8,Nvidia GeForce 930MX,Windows 10,2.04,2.5,Intel,256.0,SSD,47365.92
Asus,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX1050 Ti,Windows 10,3.0,2.8,Intel,256.0,SSD,80133.12
Lenovo,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,3.2,2.8,Intel,256.0,SSD,74538.72
HP,Ultrabook,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.32,2.7,Intel,256.0,SSD,74538.72
Dell,Notebook,14.0,1920x1080,8,Intel HD Graphics 620,Windows 10,1.64,2.6,Intel,256.0,SSD,68184.0144
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,1.63,2.0,Intel,128.0,SSD,36709.92
Dell,Notebook,17.3,1920x1080,8,AMD Radeon 530,Linux,2.8,1.6,Intel,128.0,SSD,47365.92
Lenovo,Notebook,24.0,1920x1080,8,Intel HD Graphics 520,Windows 7,2.02,2.3,Intel,256.0,SSD,71395.2
Lenovo,Notebook,15.6,1920x1080,4,Nvidia GeForce 920MX,Windows 10,2.2,2.7,Intel,1024.0,HDD,42570.72
Lenovo,Notebook,15.6,1366x768,8,Nvidia GeForce 920MX ,No OS,2.2,2.0,Intel,2048.0,HDD,24455.52
Dell,Notebook,15.6,1920x1080,4,AMD Radeon R5 M430,Windows 10,2.3,2.5,Intel,500.0,HDD,31168.8
Dell,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,1.9,2.8,Intel,256.0,SSD,73366.56
Dell,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,4.42,2.8,Intel,128.0,SSD,160520.3856
Toshiba,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.0,2.5,Intel,500.0,HDD,45820.8
Asus,Notebook,15.6,3840x2160,8,Nvidia GeForce GTX 960M,Windows 10,2.0,2.7,Intel,256.0,SSD,69210.72
Mediacom,Notebook,13.3,1920x1080,4,Intel HD Graphics 500,Windows 10,1.2,1.1,Intel,32.0,SSD,19660.32
Asus,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,2.3,2.5,Intel,128.0,SSD,87858.72
Dell,Notebook,15.6,1920x1080,8,Nvidia GeForce 930MX,Windows 10,1.93,2.8,Intel,256.0,SSD,72940.32
Dell,Notebook,15.6,1920x1080,8,AMD Radeon 530,Windows 10,2.2,1.6,Intel,256.0,SSD,42486.0048
HP,Notebook,15.6,1920x1080,4,Intel HD Graphics 405,Windows 10,1.86,1.6,Intel,256.0,SSD,21258.1872
HP,Gaming,17.3,1920x1080,12,Nvidia GeForce GTX 1060,Windows 10,2.62,2.8,Intel,1024.0,HDD,95850.72
Lenovo,Notebook,14.0,1920x1080,8,Nvidia GeForce 940MX,Windows 10,1.87,2.7,Intel,256.0,SSD,45767.52
Dell,Ultrabook,13.3,3200x1800,8,Intel UHD Graphics 620,Windows 10,1.2,1.8,Intel,256.0,SSD,74538.72
Dell,Notebook,14.0,1920x1080,4,Intel HD Graphics 520,Windows 10,1.6,2.0,Intel,128.0,SSD,39207.1536
HP,Ultrabook,13.3,3200x1800,8,Intel HD Graphics 620,Windows 10,1.34,2.7,Intel,256.0,SSD,61005.6
Acer,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Linux,2.4,2.5,Intel,1024.0,HDD,42517.44
Asus,Notebook,15.6,1366x768,4,AMD Radeon R2 Graphics,Windows 10,2.0,1.8,AMD,500.0,HDD,18594.72
HP,Notebook,15.6,1920x1080,4,Intel HD Graphics 620,Windows 10,2.1,2.4,Intel,128.0,SSD,37589.04
Lenovo,Notebook,14.0,1920x1080,4,Intel HD Graphics 620,Windows 10,1.87,2.5,Intel,500.0,HDD,41824.8
Lenovo,Notebook,15.6,1920x1080,4,Intel HD Graphics 520,No OS,2.15,2.3,Intel,1024.0,HDD,24634.008
HP,Notebook,15.6,1920x1080,4,Intel HD Graphics 520,Windows 10,1.86,2.0,Intel,500.0,HDD,21152.16
Lenovo,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,1.99,2.7,Intel,512.0,SSD,92121.12
Lenovo,Notebook,15.6,1920x1080,4,Intel HD Graphics 520,Windows 10,2.2,2.0,Intel,128.0,SSD,26586.72
Dell,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,1.9,2.5,Intel,256.0,SSD,59513.2272
Dell,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,4.42,2.8,Intel,256.0,SSD,143802.72
HP,Notebook,17.3,1600x900,8,Intel HD Graphics 520,Windows 10,2.65,2.0,Intel,1024.0,HDD,28992.312
HP,Notebook,17.3,1920x1080,8,Nvidia GeForce 930MX,Windows 10,2.63,2.7,Intel,1024.0,HDD,68198.4
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics 500,Linux,2.0,1.1,Intel,500.0,HDD,11934.72
Mediacom,Notebook,13.3,1920x1080,4,Intel HD Graphics,Windows 10,1.35,1.44,Intel,32.0,Flash,13586.4
Lenovo,Notebook,17.3,1600x900,6,Nvidia GeForce 940MX,Windows 10,2.8,2.7,Intel,128.0,SSD,50562.72
HP,Notebook,15.6,1920x1080,6,AMD Radeon 530,Windows 10,1.91,2.5,AMD,128.0,SSD,30310.992
Dell,Notebook,15.6,1366x768,4,AMD Radeon R5 M420,Windows 10,2.18,2.0,Intel,1024.0,HDD,32921.712
Acer,2 in 1 Convertible,11.6,1920x1080,4,Intel HD Graphics 500,Windows 10,1.25,2.0,Intel,32.0,Flash,18594.72
Lenovo,Notebook,15.6,1920x1080,4,Intel HD Graphics 620,Windows 10,2.05,2.7,Intel,128.0,SSD,33566.4
HP,Ultrabook,13.3,3200x1800,16,Intel HD Graphics 515,Windows 10,1.16,1.2,Intel,512.0,SSD,104695.2
Lenovo,Notebook,17.3,1920x1080,8,Nvidia Quadro M620M,Windows 10,3.4,2.8,Intel,256.0,SSD,159786.72
Asus,Notebook,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.5,2.5,Intel,128.0,SSD,44701.92
Dell,Ultrabook,13.3,3840x2160,8,Intel UHD Graphics 620,Windows 10,1.21,1.6,Intel,128.0,SSD,85194.72
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,1.93,2.6,Intel,500.0,HDD,51095.52
Lenovo,Notebook,15.6,1920x1080,4,Intel HD Graphics 505,Windows 10,2.2,1.1,Intel,500.0,HDD,18328.32
Lenovo,Notebook,14.0,1366x768,4,Intel HD Graphics 620,Windows 10,2.02,2.5,Intel,500.0,HDD,52747.2
HP,Workstation,17.3,1600x900,8,Nvidia Quadro M1200,Windows 10,3.14,2.8,Intel,500.0,HDD,99153.5472
HP,Notebook,14.0,1366x768,8,Intel HD Graphics 405,Windows 10,1.94,1.6,Intel,2048.0,HDD,20725.92
HP,Notebook,15.6,1920x1080,6,AMD Radeon 530,Windows 10,1.95,3.0,AMD,256.0,SSD,34578.72
Lenovo,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,2.3,2.5,Intel,256.0,SSD,44222.4
Lenovo,Notebook,15.6,1920x1080,4,Intel HD Graphics 620,Windows 10,2.05,1.6,Intel,500.0,HDD,36496.8
Mediacom,Notebook,14.0,1920x1080,4,Intel HD Graphics,Windows 10,1.4,1.44,Intel,32.0,SSD,13266.72
Toshiba,Ultrabook,14.0,1920x1080,16,Intel HD Graphics 620,Windows 10,1.24,2.7,Intel,512.0,SSD,99367.2
Lenovo,Gaming,17.3,1920x1080,32,Nvidia GeForce GTX 1070,Windows 10,4.6,2.7,Intel,256.0,SSD,141884.64
MSI,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,4.14,2.9,Intel,512.0,SSD,145401.12
Dell,Notebook,15.6,1920x1080,8,AMD Radeon R5 M430,Linux,2.2,2.7,Intel,256.0,SSD,39907.2528
Mediacom,Notebook,14.0,1920x1080,4,Intel HD Graphics 500,Windows 10,1.45,1.1,Intel,32.0,SSD,20725.92
Dell,Notebook,15.6,1366x768,8,Intel HD Graphics 620,Windows 10,1.9,2.6,Intel,500.0,HDD,53733.9456
HP,Notebook,13.3,1920x1080,4,Intel HD Graphics 620,Windows 10,1.49,2.4,Intel,128.0,SSD,38308.32
Dell,Notebook,15.6,1920x1080,16,Nvidia GeForce 930MX,Windows 10,1.93,2.8,Intel,256.0,SSD,81912.1392
Dell,Netbook,11.6,1366x768,4,Intel HD Graphics 400,Chrome OS,1.26,1.6,Intel,16.0,Flash,15717.6
MSI,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 980M,Windows 10,4.5,2.7,Intel,128.0,SSD,125154.72
HP,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 1050,Windows 10,3.78,2.8,Intel,256.0,SSD,79813.44
Lenovo,Ultrabook,14.0,1920x1080,12,Intel HD Graphics 520,Windows 10,8.4,2.6,Intel,256.0,SSD,89137.44
Lenovo,Notebook,15.6,1366x768,12,Intel HD Graphics 620,Windows 10,2.2,1.8,Intel,1024.0,HDD,32447.52
Asus,Gaming,17.3,1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,2.73,2.5,Intel,128.0,SSD,94305.6
Asus,2 in 1 Convertible,15.6,1366x768,8,Intel HD Graphics 520,Windows 10,2.2,2.5,Intel,1024.0,HDD,39373.92
Lenovo,Notebook,15.6,1920x1080,12,AMD Radeon 530,Windows 10,2.2,3.6,AMD,512.0,SSD,50562.72
Dell,2 in 1 Convertible,31.6,1366x768,4,Intel HD Graphics 615,Windows 10,1.39,1.0,Intel,128.0,SSD,32127.84
Samsung,Notebook,15.6,1920x1080,16,Nvidia GeForce GTX 1050,Windows 10,2.5,2.8,Intel,128.0,SSD,90522.72
Lenovo,Notebook,17.3,1920x1080,4,Intel HD Graphics 520,No OS,2.8,2.0,Intel,500.0,HDD,28185.12
Lenovo,Notebook,15.6,1366x768,8,Intel HD Graphics 520,Windows 10,2.29,2.3,Intel,1024.0,HDD,24455.52
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.37,2.7,Intel,512.0,SSD,107892.0
Lenovo,Notebook,14.0,1920x1080,8,Intel HD Graphics 630,Windows 10,1.7,2.5,Intel,256.0,SSD,78534.72
Dell,2 in 1 Convertible,12.5,1920x1080,8,Intel HD Graphics 620,Windows 10,1.34,2.5,Intel,256.0,SSD,88977.6
Dell,Workstation,15.6,1920x1080,8,Nvidia Quadro M620,Windows 10,2.06,2.8,Intel,256.0,SSD,93932.64
HP,Notebook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,1.84,2.7,Intel,256.0,SSD,64948.32
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.1,2.4,Intel,500.0,HDD,35616.6144
Acer,Notebook,14.0,1920x1080,4,Intel HD Graphics 500,Windows 10,1.6,1.1,Intel,32.0,Flash,17529.12
MSI,Gaming,17.3,1920x1080,16,Nvidia GeForce GTX 970M,Windows 10,4.14,2.7,Intel,128.0,SSD,117162.72
Dell,Notebook,15.6,1366x768,4,AMD Radeon R5 M420,Linux,2.18,2.0,Intel,1024.0,HDD,24775.2
MSI,Gaming,15.6,3840x2160,16,Nvidia GeForce GTX 1060,Windows 10,1.8,2.8,Intel,256.0,SSD,122490.72
Toshiba,Notebook,15.6,1920x1080,8,Intel HD Graphics 520,Windows 10,2.2,2.5,Intel,256.0,SSD,74538.72
Lenovo,Notebook,15.6,1920x1080,6,Intel HD Graphics 620,Windows 10,2.4,2.5,Intel,1024.0,HDD,30049.92
Lenovo,2 in 1 Convertible,15.6,1920x1080,8,Intel HD Graphics 630,Windows 10,2.0,2.8,Intel,256.0,SSD,69210.72
Acer,Notebook,14.0,1366x768,4,Intel HD Graphics 405,Windows 10,1.6,1.6,Intel,128.0,Flash,18594.72
Lenovo,Notebook,15.6,3840x2160,32,Nvidia Quadro M2200M,Windows 10,2.5,3.1,Intel,1024.0,SSD,261018.72
Dell,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.59,2.6,Intel,1024.0,HDD,46833.6528
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Linux,2.18,2.0,Intel,1024.0,HDD,23650.992
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Linux,2.25,2.0,Intel,1024.0,HDD,19127.52
Dell,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Linux,1.93,2.6,Intel,500.0,HDD,46300.32
Asus,Gaming,17.3,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,3.0,2.8,Intel,128.0,SSD,62231.04
HP,Ultrabook,15.6,1920x1080,8,Intel HD Graphics 620,Windows 10,1.84,2.7,Intel,512.0,SSD,74005.92
MSI,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,2.94,2.8,Intel,256.0,SSD,120831.5808
Acer,2 in 1 Convertible,11.6,1366x768,4,Intel HD Graphics 400,Chrome OS,1.25,1.6,Intel,32.0,Flash,20193.12
HP,Notebook,14.0,1366x768,8,Intel HD Graphics 620,Windows 10,2.31,2.6,Intel,256.0,SSD,59886.72
Lenovo,Notebook,14.0,1920x1080,8,Intel HD Graphics 520,Windows 7,1.65,2.3,Intel,256.0,SSD,78055.2
Dell,Notebook,15.6,1920x1080,4,AMD Radeon 530,Windows 10,2.2,1.6,Intel,1024.0,HDD,41345.28
Fujitsu,Notebook,15.6,1366x768,8,Intel HD Graphics 620,Windows 10,2.2,2.5,Intel,256.0,SSD,42570.72
HP,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 7,1.88,2.3,Intel,500.0,HDD,49656.96
Mediacom,Notebook,14.0,1920x1080,2,Intel HD Graphics,Windows 10,1.4,1.44,Intel,32.0,Flash,12733.92
Lenovo,Notebook,15.6,1920x1080,4,Intel HD Graphics 620,No OS,2.2,2.5,Intel,128.0,SSD,24935.04
Asus,2 in 1 Convertible,13.3,1920x1080,6,Intel HD Graphics 620,Windows 10,1.5,2.5,Intel,1024.0,HDD,34046.4528
Asus,Ultrabook,14.0,1920x1080,16,Intel HD Graphics 620,Windows 10,11.1,2.7,Intel,512.0,SSD,101232.0
Dell,Gaming,15.6,1920x1080,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,2.8,Intel,256.0,SSD,78801.12
Lenovo,Notebook,15.6,1920x1080,4,Intel UHD Graphics 620,Windows 10,1.8,1.6,Intel,256.0,SSD,44169.12
Lenovo,Notebook,15.6,1920x1080,4,Nvidia GeForce 920MX ,Windows 10,2.2,2.0,Intel,1024.0,HDD,30849.12
Asus,Notebook,15.6,1366x768,8,Intel HD Graphics 500,Windows 10,2.0,1.1,Intel,1024.0,HDD,21258.72
Asus,Notebook,15.6,1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,1.99,2.5,Intel,1024.0,HDD,48304.7136
Dell,Ultrabook,13.3,3200x1800,8,Intel UHD Graphics 620,Windows 10,1.23,1.6,Intel,256.0,SSD,99580.32
Lenovo,Notebook,14.0,1366x768,2,Intel HD Graphics 400,Windows 10,1.42,1.6,Intel,32.0,Flash,13266.72
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Intel HD Graphics 620,Windows 10,1.37,2.7,Intel,256.0,SSD,93635.3376
Dell,Notebook,15.6,3840x2160,16,Nvidia GeForce GTX 1050,Windows 10,2.06,2.8,Intel,1024.0,SSD,127818.72
Lenovo,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050M,Windows 10,2.5,2.8,Intel,128.0,SSD,59087.52
HP,Notebook,17.0,1600x900,8,AMD Radeon R5,Windows 10,2.6,3.0,AMD,1024.0,HDD,27753.552
Lenovo,Ultrabook,14.0,1920x1080,16,Intel HD Graphics 620,Windows 10,1.14,2.7,Intel,512.0,SSD,130536.0
Asus,Gaming,15.6,1920x1080,8,Nvidia GeForce GTX 1050 Ti,No OS,2.5,2.8,Intel,1024.0,HDD,62284.32
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.4,2.0,Intel,500.0,HDD,23976.0
Lenovo,Notebook,14.0,1366x768,4,Intel HD Graphics,Windows 10,1.43,1.6,Intel,32.0,Flash,14598.72
Acer,Ultrabook,14.0,1920x1080,8,Intel Graphics 620,Windows 10,1.8,2.5,Intel,256.0,SSD,48964.32
Razer,Gaming,14.0,1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,1.95,2.8,Intel,256.0,SSD,138474.72
